Year,Country,Value,Indicator
2015,LV,-2.4,Household credit flow
2016,LV,-3.6,Household credit flow
2017,LV,2.0,Household credit flow
2018,LV,1.6,Household credit flow
2019,LV,2.4,Household credit flow
2020,LV,0.3,Household credit flow
2021,LV,8.7,Household credit flow
2022,LV,6.1,Household credit flow
2023,LV,5.2,Household credit flow
2024,LV,8.0,Household credit flow
2015,MT,3.1,Household credit flow
2016,MT,5.1,Household credit flow
2017,MT,9.6,Household credit flow
2018,MT,9.0,Household credit flow
2019,MT,12.1,Household credit flow
2020,MT,5.4,Household credit flow
2021,MT,7.1,Household credit flow
2022,MT,6.8,Household credit flow
2023,MT,6.8,Household credit flow
2015,NL,1.8,Household credit flow
2016,NL,2.1,Household credit flow
2017,NL,2.4,Household credit flow
2018,NL,2.3,Household credit flow
2019,NL,2.2,Household credit flow
2020,NL,3.0,Household credit flow
2021,NL,3.9,Household credit flow
2022,NL,3.8,Household credit flow
2023,NL,1.1,Household credit flow
2024,NL,4.2,Household credit flow
2015,PL,4.0,Household credit flow
2016,PL,4.4,Household credit flow
2017,PL,5.0,Household credit flow
2018,PL,6.1,Household credit flow
2019,PL,5.9,Household credit flow
2020,PL,1.6,Household credit flow
2021,PL,4.6,Household credit flow
2022,PL,-3.4,Household credit flow
2023,PL,-0.2,Household credit flow
2024,PL,3.7,Household credit flow
2015,PT,-2.2,Household credit flow
2016,PT,-1.7,Household credit flow
2017,PT,0.7,Household credit flow
2018,PT,0.7,Household credit flow
2019,PT,1.2,Household credit flow
2020,PT,1.7,Household credit flow
2021,PT,3.7,Household credit flow
2022,PT,3.2,Household credit flow
2023,PT,-0.3,Household credit flow
2024,PT,3.7,Household credit flow
2015,RO,4.9,Household credit flow
2016,RO,4.2,Household credit flow
2017,RO,7.8,Household credit flow
2018,RO,8.5,Household credit flow
2019,RO,7.6,Household credit flow
2020,RO,3.6,Household credit flow
2021,RO,8.9,Household credit flow
2022,RO,4.6,Household credit flow
2023,RO,2.8,Household credit flow
2015,SE,7.1,Household credit flow
2016,SE,6.9,Household credit flow
2017,SE,6.6,Household credit flow
2018,SE,5.4,Household credit flow
2019,SE,5.2,Household credit flow
2020,SE,5.7,Household credit flow
2021,SE,6.9,Household credit flow
2022,SE,3.8,Household credit flow
2023,SE,0.6,Household credit flow
2024,SE,1.6,Household credit flow
2015,SI,0.8,Household credit flow
2016,SI,3.9,Household credit flow
2017,SI,6.3,Household credit flow
2018,SI,6.4,Household credit flow
2019,SI,5.7,Household credit flow
2020,SI,1.0,Household credit flow
2021,SI,5.7,Household credit flow
2022,SI,7.6,Household credit flow
2023,SI,3.9,Household credit flow
2024,SI,6.7,Household credit flow
2015,SK,11.2,Household credit flow
2016,SK,13.1,Household credit flow
2017,SK,11.3,Household credit flow
2018,SK,10.0,Household credit flow
2019,SK,8.2,Household credit flow
2020,SK,5.9,Household credit flow
2021,SK,8.4,Household credit flow
2022,SK,9.6,Household credit flow
2023,SK,4.6,Household credit flow
2024,SK,4.3,Household credit flow
2015,AT,3.3,NFC credit flow excluding FDI
2016,AT,2.5,NFC credit flow excluding FDI
2017,AT,2.5,NFC credit flow excluding FDI
2018,AT,4.7,NFC credit flow excluding FDI
2019,AT,4.7,NFC credit flow excluding FDI
2020,AT,5.2,NFC credit flow excluding FDI
2021,AT,5.7,NFC credit flow excluding FDI
2022,AT,5.1,NFC credit flow excluding FDI
2023,AT,1.4,NFC credit flow excluding FDI
2024,AT,0.7,NFC credit flow excluding FDI
2015,BE,9.1,NFC credit flow excluding FDI
2016,BE,11.2,NFC credit flow excluding FDI
2017,BE,-3.1,NFC credit flow excluding FDI
2018,BE,-2.7,NFC credit flow excluding FDI
2019,BE,4.6,NFC credit flow excluding FDI
2020,BE,2.6,NFC credit flow excluding FDI
2021,BE,-0.6,NFC credit flow excluding FDI
2022,BE,3.6,NFC credit flow excluding FDI
2023,BE,1.2,NFC credit flow excluding FDI
2024,BE,6.9,NFC credit flow excluding FDI
2015,BG,-3.5,NFC credit flow excluding FDI
2016,BG,3.0,NFC credit flow excluding FDI
2017,BG,1.6,NFC credit flow excluding FDI
2018,BG,4.4,NFC credit flow excluding FDI
2019,BG,4.0,NFC credit flow excluding FDI
2020,BG,0.3,NFC credit flow excluding FDI
2021,BG,5.7,NFC credit flow excluding FDI
2022,BG,6.4,NFC credit flow excluding FDI
2023,BG,8.5,NFC credit flow excluding FDI
2015,CY,1.4,NFC credit flow excluding FDI
2016,CY,2.3,NFC credit flow excluding FDI
2017,CY,9.6,NFC credit flow excluding FDI
2018,CY,2.4,NFC credit flow excluding FDI
2019,CY,-3.5,NFC credit flow excluding FDI
2020,CY,1.3,NFC credit flow excluding FDI
2021,CY,1.5,NFC credit flow excluding FDI
2022,CY,-2.8,NFC credit flow excluding FDI
2023,CY,0.4,NFC credit flow excluding FDI
2024,CY,-0.7,NFC credit flow excluding FDI
2015,CZ,-4.4,NFC credit flow excluding FDI
2016,CZ,5.6,NFC credit flow excluding FDI
2017,CZ,10.6,NFC credit flow excluding FDI
2018,CZ,12.7,NFC credit flow excluding FDI
2019,CZ,-1.7,NFC credit flow excluding FDI
2020,CZ,-5.6,NFC credit flow excluding FDI
2021,CZ,7.6,NFC credit flow excluding FDI
2022,CZ,13.2,NFC credit flow excluding FDI
2023,CZ,0.6,NFC credit flow excluding FDI
2015,DE,2.5,NFC credit flow excluding FDI
2016,DE,6.5,NFC credit flow excluding FDI
2017,DE,1.5,NFC credit flow excluding FDI
2018,DE,6.1,NFC credit flow excluding FDI
2019,DE,8.5,NFC credit flow excluding FDI
2020,DE,6.5,NFC credit flow excluding FDI
2021,DE,6.5,NFC credit flow excluding FDI
2022,DE,10.1,NFC credit flow excluding FDI
2023,DE,2.7,NFC credit flow excluding FDI
2015,DK,3.5,NFC credit flow excluding FDI
2016,DK,3.8,NFC credit flow excluding FDI
2017,DK,0.2,NFC credit flow excluding FDI
2018,DK,2.1,NFC credit flow excluding FDI
2019,DK,5.3,NFC credit flow excluding FDI
2020,DK,5.1,NFC credit flow excluding FDI
2021,DK,3.2,NFC credit flow excluding FDI
2022,DK,9.5,NFC credit flow excluding FDI
2023,DK,4.7,NFC credit flow excluding FDI
2015,EE,0.9,NFC credit flow excluding FDI
2016,EE,6.8,NFC credit flow excluding FDI
2017,EE,3.0,NFC credit flow excluding FDI
2018,EE,2.0,NFC credit flow excluding FDI
2019,EE,-0.5,NFC credit flow excluding FDI
2020,EE,1.7,NFC credit flow excluding FDI
2021,EE,8.5,NFC credit flow excluding FDI
2022,EE,7.8,NFC credit flow excluding FDI
2023,EE,3.8,NFC credit flow excluding FDI
2024,EE,9.0,NFC credit flow excluding FDI
2015,EL,-1.5,NFC credit flow excluding FDI
2016,EL,-0.5,NFC credit flow excluding FDI
2017,EL,-0.2,NFC credit flow excluding FDI
2018,EL,0.9,NFC credit flow excluding FDI
2019,EL,0.6,NFC credit flow excluding FDI
2020,EL,12.6,NFC credit flow excluding FDI
2021,EL,2.3,NFC credit flow excluding FDI
2022,EL,6.1,NFC credit flow excluding FDI
2023,EL,4.6,NFC credit flow excluding FDI
2024,EL,10.8,NFC credit flow excluding FDI
2015,ES,-2.3,NFC credit flow excluding FDI
2016,ES,2.3,NFC credit flow excluding FDI
2017,ES,2.7,NFC credit flow excluding FDI
2018,ES,-4.1,NFC credit flow excluding FDI
2019,ES,2.7,NFC credit flow excluding FDI
2020,ES,8.3,NFC credit flow excluding FDI
2021,ES,2.2,NFC credit flow excluding FDI
2022,ES,-2.9,NFC credit flow excluding FDI
2023,ES,-3.1,NFC credit flow excluding FDI
2024,ES,2.0,NFC credit flow excluding FDI
2015,FI,-2.9,NFC credit flow excluding FDI
2016,FI,2.0,NFC credit flow excluding FDI
2017,FI,4.7,NFC credit flow excluding FDI
2018,FI,5.4,NFC credit flow excluding FDI
2019,FI,3.7,NFC credit flow excluding FDI
2020,FI,8.4,NFC credit flow excluding FDI
2021,FI,0.3,NFC credit flow excluding FDI
2022,FI,3.6,NFC credit flow excluding FDI
2023,FI,4.3,NFC credit flow excluding FDI
2015,FR,3.7,NFC credit flow excluding FDI
2016,FR,6.1,NFC credit flow excluding FDI
2017,FR,5.4,NFC credit flow excluding FDI
2018,FR,6.1,NFC credit flow excluding FDI
2019,FR,5.1,NFC credit flow excluding FDI
2020,FR,13.4,NFC credit flow excluding FDI
2021,FR,1.3,NFC credit flow excluding FDI
2022,FR,4.7,NFC credit flow excluding FDI
2023,FR,3.1,NFC credit flow excluding FDI
2024,FR,1.5,NFC credit flow excluding FDI
2015,HR,0.2,NFC credit flow excluding FDI
2016,HR,-0.2,NFC credit flow excluding FDI
2017,HR,-1.7,NFC credit flow excluding FDI
2018,HR,1.5,NFC credit flow excluding FDI
2019,HR,-10.0,NFC credit flow excluding FDI
2020,HR,-0.6,NFC credit flow excluding FDI
2021,HR,0.2,NFC credit flow excluding FDI
2022,HR,8.9,NFC credit flow excluding FDI
2023,HR,7.5,NFC credit flow excluding FDI
2024,HR,4.6,NFC credit flow excluding FDI
2015,HU,-3.3,NFC credit flow excluding FDI
2016,HU,3.5,NFC credit flow excluding FDI
2017,HU,4.6,NFC credit flow excluding FDI
2018,HU,7.9,NFC credit flow excluding FDI
2019,HU,15.2,NFC credit flow excluding FDI
2020,HU,18.2,NFC credit flow excluding FDI
2021,HU,21.6,NFC credit flow excluding FDI
2022,HU,14.8,NFC credit flow excluding FDI
2023,HU,7.6,NFC credit flow excluding FDI
2024,HU,3.3,NFC credit flow excluding FDI
2015,IE,-0.5,NFC credit flow excluding FDI
2016,IE,-14.7,NFC credit flow excluding FDI
2017,IE,-14.7,NFC credit flow excluding FDI
2018,IE,-46.0,NFC credit flow excluding FDI
2019,IE,-96.1,NFC credit flow excluding FDI
2020,IE,-1340.5,NFC credit flow excluding FDI
2021,IE,1.7,NFC credit flow excluding FDI
2022,IE,28.6,NFC credit flow excluding FDI
2023,IE,39.5,NFC credit flow excluding FDI
2015,IT,-1.7,NFC credit flow excluding FDI
2016,IT,-1.1,NFC credit flow excluding FDI
2017,IT,0.8,NFC credit flow excluding FDI
2018,IT,0.5,NFC credit flow excluding FDI
2019,IT,-3.0,NFC credit flow excluding FDI
2020,IT,5.9,NFC credit flow excluding FDI
2021,IT,3.0,NFC credit flow excluding FDI
2022,IT,-0.3,NFC credit flow excluding FDI
2023,IT,-1.8,NFC credit flow excluding FDI
2024,IT,-1.8,NFC credit flow excluding FDI
2015,LT,3.6,NFC credit flow excluding FDI
2016,LT,9.4,NFC credit flow excluding FDI
2017,LT,9.8,NFC credit flow excluding FDI
2018,LT,10.5,NFC credit flow excluding FDI
2019,LT,1.7,NFC credit flow excluding FDI
2020,LT,-8.3,NFC credit flow excluding FDI
2021,LT,16.5,NFC credit flow excluding FDI
2022,LT,20.0,NFC credit flow excluding FDI
2023,LT,12.1,NFC credit flow excluding FDI
2024,LT,8.7,NFC credit flow excluding FDI
2015,LU,25.8,NFC credit flow excluding FDI
2016,LU,-2.1,NFC credit flow excluding FDI
2017,LU,-0.9,NFC credit flow excluding FDI
2018,LU,-11.5,NFC credit flow excluding FDI
2019,LU,-11.1,NFC credit flow excluding FDI
2020,LU,11.2,NFC credit flow excluding FDI
2021,LU,-11.0,NFC credit flow excluding FDI
2022,LU,2.3,NFC credit flow excluding FDI
2023,LU,-22.9,NFC credit flow excluding FDI
2024,LU,-9.9,NFC credit flow excluding FDI
2015,LV,-0.3,NFC credit flow excluding FDI
2016,LV,-2.7,NFC credit flow excluding FDI
2017,LV,7.8,NFC credit flow excluding FDI
2018,LV,-4.4,NFC credit flow excluding FDI
2019,LV,1.9,NFC credit flow excluding FDI
2020,LV,-4.3,NFC credit flow excluding FDI
2021,LV,-4.6,NFC credit flow excluding FDI
2022,LV,7.7,NFC credit flow excluding FDI
2023,LV,1.8,NFC credit flow excluding FDI
2015,MT,-7.7,NFC credit flow excluding FDI
2016,MT,12.2,NFC credit flow excluding FDI
2017,MT,2.9,NFC credit flow excluding FDI
2018,MT,-1.2,NFC credit flow excluding FDI
2019,MT,14.0,NFC credit flow excluding FDI
2020,MT,5.6,NFC credit flow excluding FDI
2021,MT,12.1,NFC credit flow excluding FDI
2022,MT,7.5,NFC credit flow excluding FDI
2023,MT,18.1,NFC credit flow excluding FDI
2015,NL,-3.0,NFC credit flow excluding FDI
2016,NL,6.3,NFC credit flow excluding FDI
2017,NL,0.9,NFC credit flow excluding FDI
2018,NL,0.2,NFC credit flow excluding FDI
2019,NL,-1.6,NFC credit flow excluding FDI
2020,NL,2.3,NFC credit flow excluding FDI
2021,NL,7.2,NFC credit flow excluding FDI
2022,NL,7.1,NFC credit flow excluding FDI
2023,NL,-1.4,NFC credit flow excluding FDI
2024,NL,-1.1,NFC credit flow excluding FDI
2015,PL,9.2,NFC credit flow excluding FDI
2016,PL,5.7,NFC credit flow excluding FDI
2017,PL,5.8,NFC credit flow excluding FDI
2018,PL,2.7,NFC credit flow excluding FDI
2019,PL,3.6,NFC credit flow excluding FDI
2020,PL,1.3,NFC credit flow excluding FDI
2021,PL,3.1,NFC credit flow excluding FDI
2022,PL,7.2,NFC credit flow excluding FDI
2023,PL,4.0,NFC credit flow excluding FDI
2024,PL,6.9,NFC credit flow excluding FDI
2015,PT,5.1,NFC credit flow excluding FDI
2016,PT,-1.0,NFC credit flow excluding FDI
2017,PT,-3.2,NFC credit flow excluding FDI
2018,PT,-0.6,NFC credit flow excluding FDI
2019,PT,0.3,NFC credit flow excluding FDI
2020,PT,5.2,NFC credit flow excluding FDI
2021,PT,2.8,NFC credit flow excluding FDI
2022,PT,1.1,NFC credit flow excluding FDI
2023,PT,-0.8,NFC credit flow excluding FDI
2024,PT,0.7,NFC credit flow excluding FDI
2015,RO,-3.0,NFC credit flow excluding FDI
2016,RO,-3.6,NFC credit flow excluding FDI
2017,RO,-0.5,NFC credit flow excluding FDI
2018,RO,2.0,NFC credit flow excluding FDI
2019,RO,1.6,NFC credit flow excluding FDI
2020,RO,7.8,NFC credit flow excluding FDI
2021,RO,11.4,NFC credit flow excluding FDI
2022,RO,12.9,NFC credit flow excluding FDI
2023,RO,9.6,NFC credit flow excluding FDI
2015,SE,4.0,NFC credit flow excluding FDI
2016,SE,3.8,NFC credit flow excluding FDI
2017,SE,7.0,NFC credit flow excluding FDI
2018,SE,7.3,NFC credit flow excluding FDI
2019,SE,6.1,NFC credit flow excluding FDI
2020,SE,7.4,NFC credit flow excluding FDI
2021,SE,6.4,NFC credit flow excluding FDI
2022,SE,7.1,NFC credit flow excluding FDI
2023,SE,-0.5,NFC credit flow excluding FDI
2024,SE,-1.1,NFC credit flow excluding FDI
2015,SI,-8.9,NFC credit flow excluding FDI
2016,SI,-3.2,NFC credit flow excluding FDI
2017,SI,-2.2,NFC credit flow excluding FDI
2018,SI,-2.5,NFC credit flow excluding FDI
2019,SI,-3.0,NFC credit flow excluding FDI
2020,SI,-2.8,NFC credit flow excluding FDI
2021,SI,1.1,NFC credit flow excluding FDI
2022,SI,11.1,NFC credit flow excluding FDI
2023,SI,-2.1,NFC credit flow excluding FDI
2024,SI,-5.0,NFC credit flow excluding FDI
2015,SK,1.3,NFC credit flow excluding FDI
2016,SK,6.1,NFC credit flow excluding FDI
2017,SK,-5.7,NFC credit flow excluding FDI
2018,SK,2.4,NFC credit flow excluding FDI
2019,SK,5.5,NFC credit flow excluding FDI
2020,SK,5.4,NFC credit flow excluding FDI
2021,SK,3.4,NFC credit flow excluding FDI
2022,SK,9.3,NFC credit flow excluding FDI
2023,SK,1.7,NFC credit flow excluding FDI
2024,SK,-2.2,NFC credit flow excluding FDI
2015,AT,5.6,Nominal house price index
2016,AT,6.7,Nominal house price index
2017,AT,5.1,Nominal house price index
2018,AT,6.0,Nominal house price index
2019,AT,6.0,Nominal house price index
2020,AT,7.6,Nominal house price index
2021,AT,11.4,Nominal house price index
2022,AT,11.6,Nominal house price index
2023,AT,-2.9,Nominal house price index
2024,AT,-0.2,Nominal house price index
2015,BE,1.8,Nominal house price index
2016,BE,2.3,Nominal house price index
2017,BE,3.5,Nominal house price index
2018,BE,3.0,Nominal house price index
2019,BE,3.7,Nominal house price index
2020,BE,4.3,Nominal house price index
2021,BE,6.7,Nominal house price index
2022,BE,5.5,Nominal house price index
2023,BE,2.3,Nominal house price index
2024,BE,3.2,Nominal house price index
2015,BG,2.8,Nominal house price index
2016,BG,7.0,Nominal house price index
2017,BG,8.7,Nominal house price index
2018,BG,6.6,Nominal house price index
2019,BG,6.0,Nominal house price index
2020,BG,4.6,Nominal house price index
2021,BG,8.7,Nominal house price index
2022,BG,13.8,Nominal house price index
2023,BG,9.9,Nominal house price index
2024,BG,16.5,Nominal house price index
2015,CY,-1.5,Nominal house price index
2016,CY,0.3,Nominal house price index
2017,CY,2.2,Nominal house price index
2018,CY,1.8,Nominal house price index
2019,CY,3.7,Nominal house price index
2020,CY,-0.2,Nominal house price index
2021,CY,-3.4,Nominal house price index
2022,CY,2.7,Nominal house price index
2023,CY,2.9,Nominal house price index
2024,CY,2.1,Nominal house price index
2015,CZ,4.0,Nominal house price index
2016,CZ,7.2,Nominal house price index
2017,CZ,11.7,Nominal house price index
2018,CZ,8.6,Nominal house price index
2019,CZ,9.2,Nominal house price index
2020,CZ,8.4,Nominal house price index
2021,CZ,19.7,Nominal house price index
2022,CZ,16.9,Nominal house price index
2023,CZ,-1.7,Nominal house price index
2024,CZ,5.0,Nominal house price index
2015,DE,4.7,Nominal house price index
2016,DE,7.5,Nominal house price index
2017,DE,6.1,Nominal house price index
2018,DE,6.6,Nominal house price index
2019,DE,5.8,Nominal house price index
2020,DE,7.8,Nominal house price index
2021,DE,11.6,Nominal house price index
2022,DE,5.1,Nominal house price index
2023,DE,-8.5,Nominal house price index
2024,DE,-1.6,Nominal house price index
2015,DK,7.0,Nominal house price index
2016,DK,4.6,Nominal house price index
2017,DK,5.0,Nominal house price index
2018,DK,4.4,Nominal house price index
2019,DK,2.2,Nominal house price index
2020,DK,4.3,Nominal house price index
2021,DK,11.5,Nominal house price index
2022,DK,4.7,Nominal house price index
2023,DK,-3.8,Nominal house price index
2024,DK,3.5,Nominal house price index
2015,EE,6.9,Nominal house price index
2016,EE,4.7,Nominal house price index
2017,EE,5.5,Nominal house price index
2018,EE,5.9,Nominal house price index
2019,EE,7.0,Nominal house price index
2020,EE,6.0,Nominal house price index
2021,EE,15.0,Nominal house price index
2022,EE,22.2,Nominal house price index
2023,EE,5.9,Nominal house price index
2024,EE,6.1,Nominal house price index
2015,EL,-5.1,Nominal house price index
2016,EL,-2.4,Nominal house price index
2017,EL,-1.0,Nominal house price index
2018,EL,1.8,Nominal house price index
2019,EL,7.2,Nominal house price index
2020,EL,4.5,Nominal house price index
2021,EL,7.6,Nominal house price index
2022,EL,11.9,Nominal house price index
2023,EL,13.9,Nominal house price index
2024,EL,8.7,Nominal house price index
2015,ES,3.6,Nominal house price index
2016,ES,4.6,Nominal house price index
2017,ES,6.2,Nominal house price index
2018,ES,6.7,Nominal house price index
2019,ES,5.2,Nominal house price index
2020,ES,2.2,Nominal house price index
2021,ES,3.7,Nominal house price index
2022,ES,7.4,Nominal house price index
2023,ES,4.0,Nominal house price index
2024,ES,8.5,Nominal house price index
2015,FI,0.0,Nominal house price index
2016,FI,1.3,Nominal house price index
2017,FI,1.1,Nominal house price index
2018,FI,0.9,Nominal house price index
2019,FI,0.4,Nominal house price index
2020,FI,1.8,Nominal house price index
2021,FI,4.6,Nominal house price index
2022,FI,1.2,Nominal house price index
2023,FI,-5.7,Nominal house price index
2024,FI,-3.5,Nominal house price index
2015,FR,-1.3,Nominal house price index
2016,FR,1.0,Nominal house price index
2017,FR,3.2,Nominal house price index
2018,FR,2.9,Nominal house price index
2019,FR,3.3,Nominal house price index
2020,FR,5.2,Nominal house price index
2021,FR,6.3,Nominal house price index
2022,FR,6.3,Nominal house price index
2023,FR,-0.4,Nominal house price index
2024,FR,-3.7,Nominal house price index
2015,HR,-2.9,Nominal house price index
2016,HR,0.9,Nominal house price index
2017,HR,3.8,Nominal house price index
2018,HR,6.1,Nominal house price index
2019,HR,9.0,Nominal house price index
2020,HR,7.7,Nominal house price index
2021,HR,7.3,Nominal house price index
2022,HR,14.8,Nominal house price index
2023,HR,11.9,Nominal house price index
2024,HR,10.4,Nominal house price index
2015,HU,13.1,Nominal house price index
2016,HU,13.4,Nominal house price index
2017,HU,12.2,Nominal house price index
2018,HU,14.3,Nominal house price index
2019,HU,17.0,Nominal house price index
2020,HU,4.9,Nominal house price index
2021,HU,16.5,Nominal house price index
2022,HU,22.3,Nominal house price index
2023,HU,7.1,Nominal house price index
2024,HU,12.8,Nominal house price index
2015,IE,11.5,Nominal house price index
2016,IE,7.5,Nominal house price index
2017,IE,10.9,Nominal house price index
2018,IE,10.2,Nominal house price index
2019,IE,2.3,Nominal house price index
2020,IE,0.3,Nominal house price index
2021,IE,8.3,Nominal house price index
2022,IE,12.3,Nominal house price index
2023,IE,3.1,Nominal house price index
2024,IE,8.5,Nominal house price index
2015,IT,-3.8,Nominal house price index
2016,IT,0.3,Nominal house price index
2017,IT,-1.1,Nominal house price index
2018,IT,-0.6,Nominal house price index
2019,IT,-0.1,Nominal house price index
2020,IT,1.9,Nominal house price index
2021,IT,2.5,Nominal house price index
2022,IT,3.8,Nominal house price index
2023,IT,1.3,Nominal house price index
2024,IT,3.2,Nominal house price index
2015,LT,3.7,Nominal house price index
2016,LT,5.4,Nominal house price index
2017,LT,8.9,Nominal house price index
2018,LT,7.3,Nominal house price index
2019,LT,6.8,Nominal house price index
2020,LT,7.3,Nominal house price index
2021,LT,16.1,Nominal house price index
2022,LT,19.0,Nominal house price index
2023,LT,9.8,Nominal house price index
2024,LT,9.7,Nominal house price index
2015,LU,5.4,Nominal house price index
2016,LU,6.0,Nominal house price index
2017,LU,5.6,Nominal house price index
2018,LU,7.1,Nominal house price index
2019,LU,10.1,Nominal house price index
2020,LU,14.5,Nominal house price index
2021,LU,13.9,Nominal house price index
2022,LU,9.6,Nominal house price index
2023,LU,-9.1,Nominal house price index
2024,LU,-5.2,Nominal house price index
2015,LV,-3.4,Nominal house price index
2016,LV,8.5,Nominal house price index
2017,LV,8.8,Nominal house price index
2018,LV,9.6,Nominal house price index
2019,LV,9.0,Nominal house price index
2020,LV,3.5,Nominal house price index
2021,LV,10.9,Nominal house price index
2022,LV,13.8,Nominal house price index
2023,LV,3.7,Nominal house price index
2024,LV,4.4,Nominal house price index
2015,MT,5.8,Nominal house price index
2016,MT,5.4,Nominal house price index
2017,MT,5.3,Nominal house price index
2018,MT,5.8,Nominal house price index
2019,MT,6.1,Nominal house price index
2020,MT,3.4,Nominal house price index
2021,MT,5.1,Nominal house price index
2022,MT,6.7,Nominal house price index
2023,MT,6.2,Nominal house price index
2024,MT,6.4,Nominal house price index
2015,NL,3.5,Nominal house price index
2016,NL,5.3,Nominal house price index
2017,NL,8.1,Nominal house price index
2018,NL,9.3,Nominal house price index
2019,NL,7.2,Nominal house price index
2020,NL,8.0,Nominal house price index
2021,NL,14.5,Nominal house price index
2022,NL,13.3,Nominal house price index
2023,NL,-1.9,Nominal house price index
2024,NL,8.2,Nominal house price index
2015,PL,1.5,Nominal house price index
2016,PL,1.9,Nominal house price index
2017,PL,3.9,Nominal house price index
2018,PL,6.6,Nominal house price index
2019,PL,8.7,Nominal house price index
2020,PL,10.5,Nominal house price index
2021,PL,9.2,Nominal house price index
2022,PL,11.8,Nominal house price index
2023,PL,8.8,Nominal house price index
2024,PL,15.0,Nominal house price index
2015,PT,3.1,Nominal house price index
2016,PT,7.1,Nominal house price index
2017,PT,9.2,Nominal house price index
2018,PT,10.3,Nominal house price index
2019,PT,10.0,Nominal house price index
2020,PT,8.8,Nominal house price index
2021,PT,9.4,Nominal house price index
2022,PT,12.6,Nominal house price index
2023,PT,8.2,Nominal house price index
2024,PT,9.1,Nominal house price index
2015,RO,2.9,Nominal house price index
2016,RO,6.0,Nominal house price index
2017,RO,6.0,Nominal house price index
2018,RO,5.6,Nominal house price index
2019,RO,3.4,Nominal house price index
2020,RO,4.7,Nominal house price index
2021,RO,4.4,Nominal house price index
2022,RO,7.2,Nominal house price index
2023,RO,3.3,Nominal house price index
2024,RO,5.0,Nominal house price index
2015,SE,13.1,Nominal house price index
2016,SE,8.2,Nominal house price index
2017,SE,6.6,Nominal house price index
2018,SE,-0.9,Nominal house price index
2019,SE,2.5,Nominal house price index
2020,SE,4.2,Nominal house price index
2021,SE,10.1,Nominal house price index
2022,SE,3.6,Nominal house price index
2023,SE,-5.3,Nominal house price index
2024,SE,0.1,Nominal house price index
2015,SI,0.8,Nominal house price index
2016,SI,3.3,Nominal house price index
2017,SI,8.3,Nominal house price index
2018,SI,8.7,Nominal house price index
2019,SI,6.7,Nominal house price index
2020,SI,4.6,Nominal house price index
2021,SI,11.5,Nominal house price index
2022,SI,14.8,Nominal house price index
2023,SI,7.2,Nominal house price index
2024,SI,7.4,Nominal house price index
2015,SK,5.3,Nominal house price index
2016,SK,6.7,Nominal house price index
2017,SK,5.9,Nominal house price index
2018,SK,7.4,Nominal house price index
2019,SK,9.1,Nominal house price index
2020,SK,9.5,Nominal house price index
2021,SK,6.4,Nominal house price index
2022,SK,13.7,Nominal house price index
2023,SK,-0.2,Nominal house price index
2024,SK,3.8,Nominal house price index
2015,AT,6.1,Unemployment rate
2016,AT,6.5,Unemployment rate
2017,AT,5.9,Unemployment rate
2018,AT,5.2,Unemployment rate
2019,AT,4.8,Unemployment rate
2020,AT,6.0,Unemployment rate
2021,AT,6.2,Unemployment rate
2022,AT,4.8,Unemployment rate
2023,AT,5.1,Unemployment rate
2024,AT,5.2,Unemployment rate
2015,BE,8.7,Unemployment rate
2016,BE,7.9,Unemployment rate
2017,BE,7.2,Unemployment rate
2018,BE,6.0,Unemployment rate
2019,BE,5.5,Unemployment rate
2020,BE,5.8,Unemployment rate
2021,BE,6.3,Unemployment rate
2022,BE,5.6,Unemployment rate
2023,BE,5.5,Unemployment rate
2024,BE,5.7,Unemployment rate
2015,BG,10.1,Unemployment rate
2016,BG,8.6,Unemployment rate
2017,BG,7.2,Unemployment rate
2018,BG,6.2,Unemployment rate
2019,BG,5.2,Unemployment rate
2020,BG,6.1,Unemployment rate
2021,BG,5.2,Unemployment rate
2022,BG,4.2,Unemployment rate
2023,BG,4.3,Unemployment rate
2024,BG,4.2,Unemployment rate
2015,CY,15.0,Unemployment rate
2016,CY,13.0,Unemployment rate
2017,CY,11.1,Unemployment rate
2018,CY,8.4,Unemployment rate
2019,CY,7.2,Unemployment rate
2020,CY,7.6,Unemployment rate
2021,CY,7.2,Unemployment rate
2022,CY,6.3,Unemployment rate
2023,CY,5.8,Unemployment rate
2024,CY,4.9,Unemployment rate
2015,CZ,5.1,Unemployment rate
2016,CZ,4.0,Unemployment rate
2017,CZ,2.9,Unemployment rate
2018,CZ,2.2,Unemployment rate
2019,CZ,2.0,Unemployment rate
2020,CZ,2.6,Unemployment rate
2021,CZ,2.8,Unemployment rate
2022,CZ,2.2,Unemployment rate
2023,CZ,2.6,Unemployment rate
2024,CZ,2.6,Unemployment rate
2015,DE,4.4,Unemployment rate
2016,DE,3.9,Unemployment rate
2017,DE,3.6,Unemployment rate
2018,DE,3.2,Unemployment rate
2019,DE,3.0,Unemployment rate
2020,DE,3.7,Unemployment rate
2021,DE,3.7,Unemployment rate
2022,DE,3.2,Unemployment rate
2023,DE,3.1,Unemployment rate
2024,DE,3.4,Unemployment rate
2015,DK,6.3,Unemployment rate
2016,DK,6.0,Unemployment rate
2017,DK,5.8,Unemployment rate
2018,DK,5.1,Unemployment rate
2019,DK,5.0,Unemployment rate
2020,DK,5.6,Unemployment rate
2021,DK,5.1,Unemployment rate
2022,DK,4.5,Unemployment rate
